id,url,name,phone,homepage,address,city,state,lat,lon,expiry,postdate,provider,down,up,dealtitle,dealinfo,dealoriginalprice,dealprice,dealdiscount,dealsavings,disclaimer,dealsinstore,storeurl,showimage,showimagestandardbig,showimagestandardsmall
14342389,http://www.8coupons.com/apiout/showdeal/deal/14342389/3449003/aff,Picnic on Third,415.590.7121,,493 3rd St,San Francisco,CA,37.7816,-122.396,2015-11-25,2015-11-23 05:47:44,Gilt City,,,"Up to 33% Off Dinner, Brunch, Drinks, Gourmet Gift Bags & More","One bottle of Blue Plate grenache, Allagash Interlude beer or Bonny Doon Querry cider One mason jar of a house-made item; the rotating selection may include pickles and sauerkraut, granola or chai tea mix One packaged item: choose from 4505 kettle-cooked chicharrones, PapaBubble SF candies or Picnic. s signature. Jumpin.  Jambalaya Spice Mix.",40,28,30,10,,50,http://www.8coupons.com/discounts/picnic-on-third-san-francisco-94107,http://cdn1.gilt.com/images/share/uploads/0000/0005/0430/504305439/orig.jpg,http://www.8coupons.com/image/deal/14342389/featured,http://www.8coupons.com/image/deal/14342389
14167035,http://www.8coupons.com/apiout/showdeal/deal/14167035/3449003/aff,Chiaroscuro,415.362.6012,,550 Washington St.,San Francisco,CA,37.7956,-122.403,2015-11-25,2015-11-23 05:30:41,Travelzoo,,,"$99 -- Michelin-Recommended Italian Dinner for 2, Reg. $160","The cuisine is ""grounded, solid, and contemporary, yet well-rooted in its history (Michelin)   Rated 4 stars across the board on Yelp, OpenTable and TripAdvisor   Michelin recommends the ""fantastic homemade pastas""   Nestled near the base of the Transamerica building   Chef Alessandro Campitelli is from Rome, where he honed his skills under some of Italy's top chefs   Through March 31, 2016; Lunch: Monday-Friday, Dinner: Monday-Saturday ]].",160,99,38,61,". ![CDATA[Valid during merchant's lunch or dinner hours, depending on option purchased. Lunch is served Monday-Friday; dinner is served Monday-Saturday. Reservations required; subject to availability. Upon arrival, present printed voucher or display in Travelzoo mobile app. Tax, if applicable, and gratuity are not included. Please tip on the full value; 18%-20% is customary for good service. Limit two two-person vouchers per table; limit one four-person voucher per table. Limit two purchases per person; may buy additional as gifts. If limit is exceeded, voucher subject to forfeiture. Not valid on holidays or holiday weekends (call merchant for specific date restrictions). Not valid during special events, such as Restaurant Week. Lunch entrees can be ordered from any section on the lunch menu. ]].",50,http://www.8coupons.com/discounts/chiaroscuro-ristorante-san-francisco-94111,http://www.tzoo-img.com/images/tzoo.87993.0.361625.Chiaroscuro.jpg?v=1&width=514,http://www.8coupons.com/image/deal/14167035/featured,http://www.8coupons.com/image/deal/14167035
12990757,http://www.8coupons.com/apiout/showdeal/deal/12990757/3449003/aff,Tandoori Mahal - Financial District,415.951.0505,,941 Kearny St,San Francisco,CA,37.7967,-122.405,2015-11-25,2015-11-23 04:23:38,Amazon Local,,,$16 to Spend at Tandoori Mahal - Financial District,"Get your fill of rich, authentically prepared Indian food at Tandoori Mahal in the Financial District. Their menu is packed with traditional Indian dishes made with the freshest, most flavorful meats, vegetables, and spices.    $8 for $16 to spend on food and drink  Start with samosas or pakora  Chicken, lamb, seafood, and vegetarian dishes made with potent spices  Soups, salads, and plenty of sides round out the menu   Tandoori Mahal:  Website  |  Menu",16,8,50,8,". ul. li. Limit 1 voucher per purchaser; additional 1 voucher may be sent as a gift. /li. li. Limit 1 voucher redemption per individual. /li. li. Limit 1 voucher per table per visit. /li. li. Valid only after 2:30 p. m. /li. li. Reservations are required and subject to availability. Merchant cancellation/rescheduling policy of 24 hours applies; voucher subject to forfeiture. /li. li. Excludes holidays, happy hour, takeout, and delivery. br. /li. li. Not valid with other promotions or specials. /li. li. Discount apportioned among all items purchased. No item provided free. br. /li. li. Valid only at listed location. /li. li. Entire value must be used in a single visit. br. /li. li. Available for use immediately after purchase. /li. li. PROMOTIONAL VALUE EXPIRES 180 DAYS FROM THE PURCHASE DATE. /li. li. PAID VALUE DOES NOT EXPIRE. /li. /ul.",50,http://www.8coupons.com/discounts/tandoori-mahal-san-francisco-94111,http://g-ecx.images-amazon.com/images/G/01/ember/deals/75f7a3da591daf1ecbc2aa2d6867b421b7c3d57e55e73822f458d7f7b3cce7,http://www.8coupons.com/image/deal/12990757/featured,http://www.8coupons.com/image/deal/12990757
11765225,http://www.8coupons.com/apiout/showdeal/deal/11765225/3449003/aff,Punch Line Comedy Club,415.397.7573,,444 Battery St,San Francisco,CA,37.7955,-122.4,2015-11-28,2015-11-23 09:14:51,Goldstar,,,COMP  for $16.50 - Punch Line Comedy Club Presents Comedy Allstars,"Forget the usual dinner-and-a-movie and head out for a night of laughs instead. Punch Line Comedy Club, San Francisco's longest-running stand-up venue, presents Comedy Allstars, featuring a rotating lineup of hilarious stand-up comics from the Bay Area and beyond, including top local headliners to up-and-coming stars and comedians with national TV credits. With stars such as Robin Williams, Ellen Degeneres, Rosie O'Donnell, Drew Carey, Chris Rock and more having cut their comedy teeth at the Punch Line, you never know when you're going to see the next big name in comedy.",17,0,100,16,,8,http://www.8coupons.com/discounts/punch-line-comedy-club-san-francisco-94111,https://i.gse.io/gse_media/115/8/1443567079-All-Stars-tickets.jpg?p=1,http://www.8coupons.com/image/deal/11765225/featured,http://www.8coupons.com/image/deal/11765225
14338051,http://www.8coupons.com/apiout/showdeal/deal/14338051/3449003/aff,Kitchit,415.689.1704,,530 Hampshire St #301,San Francisco,CA,37.7628,-122.408,2015-11-25,2015-11-23 05:47:44,Gilt City,,,30% Off Chef-Powered Dinner Parties,30% off private dinner party by Kitchit,0,0,100,0,,50,http://www.8coupons.com/discounts/kitchit-san-francisco-94158,http://cdn1.gilt.com/images/share/uploads/0000/0005/0436/504366131/orig.jpg,http://www.8coupons.com/image/deal/14338051/featured,http://www.8coupons.com/image/deal/14338051
12310617,http://www.8coupons.com/apiout/showdeal/deal/12310617/3449003/aff,Bissap Baobab,415.643.3558,,3388 19th St.,San Francisco,CA,37.7604,-122.419,2015-11-25,2015-11-23 04:23:35,Amazon Local,,,$38 for $74.25 - Dinner for Two at Bissap Baobab ,"The staff at Bissap Baobab believes dining out should be a full cultural experience. Named after the Baobab tree, this Mission District restaurant brings the flavors of Senegal to life with gourmet African dishes in a worldly community atmosphere.   $38 (up to $74.25 value) for a West African and Caribbean dinner for two, valid Tuesday through Thursday or Sunday  $45 (up to $74.25 value) for a West African and Caribbean dinner for two, valid Friday or Saturday  Menu includes lamb, tacos, prawns, spirits, infused cocktails, and more  Restaurant is also a community center with special events  In business since 1996  Bissap Baobab's  Website  |  Menu  |  Events",74,38,49,36,". ul. li. Limit 1 voucher per purchaser; additional 1 voucher may be sent as a gift. br. /li. li. Limit 1 voucher redemption per individual. br. /li. li. Limit 1 per table per visit. br. /li. li. Reservations are required and subject to availability. br. /li. li. Merchant cancellation/rescheduling policy of 24 hours applies; voucher subject to forfeiture. br. /li. li. Entire value must be used in a single visit by same pair. br. /li. li. Must be 21.  with valid ID to consume alcohol. br. /li. li. Valid only for the option purchased. br. /li. li. Discount apportioned among all items purchased. No item provided free. br. /li. li. Includes 1 appetizer to share (up to $8.75 value), 1 entree per person (up to $14.75 value each), and 1 pitcher of top-shelf cocktails or a bottle of house wine (up to $36 value). br. /li. li. Available for use beginning the day after purchase. /li. li. PROMOTIONAL VALUE EXPIRES 180 DAYS FROM THE PURCHASE DATE. /li. li. PAID VALUE DOES NOT EXPIRE. /li. /ul.",50,http://www.8coupons.com/discounts/little-baobab-san-francisco-94110,http://g-ecx.images-amazon.com/images/G/01/ember/deals/f6517c70b44f5dc6069717581d1aa964542016131e2b6bef0ad75e168ba92,http://www.8coupons.com/image/deal/12310617/featured,http://www.8coupons.com/image/deal/12310617
13227983,http://www.8coupons.com/apiout/showdeal/deal/13227983/3449003/aff,The Marsh Upstairs Studio Theater,415.826.5750,,1062 Valencia St.,San Francisco,CA,37.7558,-122.421,2015-11-28,2015-11-23 09:15:47,Goldstar,,,"$6.00 for $12.00 - Percussive Clown Unique Derique's ""Fool La La"": Outrageous Show From One Cool Entertainer","Best known for his hilariously inventive ""hamboning"" technique -- turning his entire body into a percussive instrument -- beloved Bay Area fool Unique Derique brings his fun holiday extravaganza,  Fool La La , to The Marsh Upstairs Studio Theater in San Francisco. Whether he's riding a unicycle, juggling or creating infectious rhythms with his body, Unique Derique is one cool clown. Combining outrageous skits with his unique brand of physical comedy, Derique ""leaves them laughing coast to coast"" ( The San Francisco Examiner ). With TV appearances ranging from the Disney Channel to  Showtime at the Apollo , Derique has entertained audiences of all ages. He's even shared the stage with such entertainers as The Temptations and Sammy Davis Jr.",12,6,50,6,,2,http://www.8coupons.com/discounts/the-marsh-san-francisco-94110,https://i.gse.io/gse_media/115/2/1425434076-Unique_Derique_in_Fool_La_La_tickets.jpg?p=1,http://www.8coupons.com/image/deal/13227983/featured,http://www.8coupons.com/image/deal/13227983
13946621,http://www.8coupons.com/apiout/showdeal/deal/13946621/3449003/aff,The Marsh San Francisco MainStage Theater,415.826.5750,,1062 Valencia St.,San Francisco,CA,37.7558,-122.421,2015-11-28,2015-11-23 09:14:35,Goldstar,,,"$12.50 for $25.00 - ""Inappropriate in All the Right Ways"": Solo Show & Workshop With Ann Randolph","From spending time in a mental institution in Appalachia to creating and starring in an off-Broadway solo show produced by Mel Brooks and the late Anne Bancroft, playwright and performer Ann Randolph has lived a life worth telling about. Her latest one-person, multi-character comedy show,  Inappropriate in All the Right Ways , chronicles her journey from her hometown of Loveland, Ohio to the present day, during which she pretended to clean up the Exxon oil spill in Alaska with a bunch of good old boys from Louisiana, experienced a homeless shelter in Santa Monica, and embarked on other adventures as she found her way in the world. Admission to  Inappropriate in All the Right Ways  includes a post-performance workshop with Randolph on following your own passion.",25,13,50,13,,2,http://www.8coupons.com/discounts/the-marsh-san-francisco-94110,https://i.gse.io/gse_media/115/7/1441066218-ann_randolph_tickets.jpg?p=1,http://www.8coupons.com/image/deal/13946621/featured,http://www.8coupons.com/image/deal/13946621
14323131,http://www.8coupons.com/apiout/showdeal/deal/14323131/3449003/aff,UberEATS,415.751.8000,,50 Clement St,San Francisco,CA,37.7832,-122.46,2015-11-25,2015-11-23 05:47:44,Gilt City,,,Free $10 Credit Off Your First Order,$10 off first UberEATS in San Francisco   Valid on first-time orders only,10,0,100,10,,50,http://www.8coupons.com/discounts/ubereats-san-francisco-94118,http://cdn1.gilt.com/images/share/uploads/0000/0005/0431/504312946/orig.jpg,http://www.8coupons.com/image/deal/14323131/featured,http://www.8coupons.com/image/deal/14323131
13017525,http://www.8coupons.com/apiout/showdeal/deal/13017525/3449003/aff,Sakesan Sushi & Bistro,415.876.6313,,626 Clement St,San Francisco,CA,37.7831,-122.466,2015-11-25,2015-11-23 04:23:32,Amazon Local,,,$30 to Spend at Sakesan Sushi & Bistro,"The skilled chefs at Sakesan Sushi & Bistro are known for making some of the city's favorite sushi creations. Grab this deal and experience their delicious, artfully presented dishes for yourself.   $15 for $30 to spend on food and drink  Serving classic sushi rolls and varieties of special signature rolls  Daily oyster specials, sushi, sashimi, and more  Perfect for dinner for two, group of friends, or any special occasion   Sakesan Sushi & Bistro:  Website  |  Menu",30,15,50,15,. ul. li. Limit 1 voucher per purchaser; additional 1 voucher may be sent as a gift. br. /li. li. Limit 1 voucher redemption per individual. br. /li. li. Limit 1 per table per visit. br. /li. li. Entire value must be used in a single visit. br. /li. li. Valid only for dine-in. br. /li. li. Excludes holidays and happy hour. br. /li. li. Discount apportioned among all items purchased. No item provided free. br. /li. li. Available for use immediately after purchase. /li. li. PROMOTIONAL VALUE EXPIRES 180 DAYS FROM THE PURCHASE DATE. /li. li. PAID VALUE DOES NOT EXPIRE. /li. /ul.,50,http://www.8coupons.com/discounts/sakesan-bistro-san-francisco-94118,http://g-ecx.images-amazon.com/images/G/01/ember/deals/01dabf9375c7b56f91907621c6942ec3d8f009e1f371a4ce703cf3e8bd9f43b5,http://www.8coupons.com/image/deal/13017525/featured,http://www.8coupons.com/image/deal/13017525
12166451,http://www.8coupons.com/apiout/showdeal/deal/12166451/3449003/aff,Melody Cafe,415.310.8412,,3401 Mission St,San Francisco,CA,37.7421,-122.422,2015-11-25,2015-11-23 04:23:41,Amazon Local,,,$30 to Spend or Dinner for Two or Four at Melody Cafe,"At Melody Cafe, it's more than a meal; it's a full-on Lebanese experience right here in San Francisco. Excite your palate with a delicious Lebanese meal.    $15 for $30 to spend on food and nonalcoholic drinks  $28 (up to $56 value) for a Mediterranean dinner for two  $56 (up to $112 value) for a Mediterranean dinner for four  Ask about their wildly popular special sauce  Light, fresh, and flavorful Lebanese cuisine   Melody Cafe's  Website",30,15,50,15,". ul. li. Limit 1 voucher per purchaser; additional 5 vouchers may be sent as gifts. br. /li. li. Limit 1 voucher redemption per individual. br. /li. li. Limit 1 per table per visit. br. /li. li. Entire value must be used in a single visit. br. /li. li. Valid only for dine-in. br. /li. li. Excludes holidays. br. /li. li. Excludes happy hour. br. /li. li. Dinner for 2 option: includes 2 entrees (up to $17 value each), 2 side platters (up to $6 value each), and 1 dessert (up to $10 value). br. /li. li. Dinner for 4 option: includes 4 entrees (up to $17 value each), 2 side platters (up to $6 value each), and 2 desserts (up to $10 value each). br. /li. li. Available for use beginning the day after purchase. br. /li. li. PROMOTIONAL VALUE EXPIRES 180 DAYS FROM THE PURCHASE DATE. br. /li. li. PAID VALUE DOES NOT EXPIRE. br. /li. /ul.",50,http://www.8coupons.com/discounts/melody-cafe-san-francisco-94110-415-310-8412,http://g-ecx.images-amazon.com/images/G/01/ember/deals/92c1e491918165685e5e145d9e325d38346b28d9a0367a8dac5e2cb45bf118ee,http://www.8coupons.com/image/deal/12166451/featured,http://www.8coupons.com/image/deal/12166451
